  1    0  0  0   4  1  GM 1  1  1  2
 -0.73048  0.19486
 0.6081 0.0021 0.0000 0.0003
 0.0050 0.5351 0.0065 0.0044
  1    0  0  0   4  1  GM 4  1  1  3
 -0.11739  0.52115  0.84026
 0.8437 0.0234 0.0003 0.0009
 0.0452 0.4421 0.0588 0.0067
 0.0000 0.1667 0.1046 0.0138
  1    0  0  0   4  1  GM 5  2  1  1
  0.26692
 0.0000 0.6360 0.0080 0.0052
  1    0  0  0   4  1  GM 6  2  1  2
  0.59024  0.85922
 0.0000 0.6003 0.0295 0.0094
 0.0000 0.0298 0.1962 0.0031
  2    0  0  1   4  1  LD 1  1  2  5
 -0.72554 -0.14236  0.21047  0.51767  0.80246
 0.6086 0.0034 0.0001 0.0003
 0.7833 0.0458 0.0008 0.0011
 0.0716 0.4947 0.0073 0.0038
 0.0480 0.4614 0.0497 0.0072
 0.0605 0.0738 0.0830 0.0152
  2    0  0  1   4  1  LD 3  2  2  3
  0.26758  0.57636  0.86785
 0.0000 0.6328 0.0093 0.0049
 0.0000 0.5869 0.0335 0.0084
 0.0000 0.0240 0.1995 0.0033
  3    0  0  2   4  1  LD 1  1  2  5
 -0.71090 -0.20161  0.24173  0.50762  0.77098
 0.6104 0.0074 0.0001 0.0004
 0.6859 0.0756 0.0014 0.0013
 0.1810 0.4147 0.0105 0.0027
 0.0623 0.4971 0.0304 0.0076
 0.0647 0.0330 0.0808 0.0175
  3    0  0  2   4  1  LD 3  2  2  3
  0.26985  0.54185  0.89623
 0.0000 0.6247 0.0129 0.0042
 0.0000 0.5586 0.0409 0.0063
 0.0000 0.0212 0.2030 0.0050
  4    0  0  3   4  1  LD 1  1  2  5
 -0.68752 -0.27267  0.26892  0.49054  0.77565
 0.6149 0.0133 0.0003 0.0005
 0.6133 0.0886 0.0015 0.0012
 0.2575 0.3361 0.0151 0.0026
 0.0900 0.5003 0.0166 0.0063
 0.0460 0.0659 0.0756 0.0200
  4    0  0  3   4  1  LD 3  2  2  3
  0.27435  0.49994  0.94572
 0.0000 0.6149 0.0180 0.0032
 0.0000 0.5327 0.0457 0.0042
 0.0000 0.0278 0.2036 0.0084
  5    0  0  4   4  1  LD 1  1  2  5
 -0.65769 -0.34156  0.28662  0.46927  0.81401
 0.6246 0.0203 0.0005 0.0006
 0.5631 0.0899 0.0011 0.0010
 0.2979 0.2776 0.0182 0.0037
 0.1157 0.4704 0.0139 0.0041
 0.0278 0.1473 0.0624 0.0219
  5    0  0  4   4  1  LD 3  2  2  3
  0.28115  0.46091  1.01468
 0.0000 0.6072 0.0235 0.0022
 0.0000 0.5141 0.0468 0.0027
 0.0000 0.0387 0.2031 0.0131
  6    0  0  5   4  1  LD 1  1  2  5
 -0.62774 -0.39654  0.29651  0.45164  0.86641
 0.6418 0.0262 0.0010 0.0007
 0.5249 0.0869 0.0005 0.0007
 0.3164 0.2439 0.0190 0.0053
 0.1297 0.4427 0.0160 0.0021
 0.0145 0.2339 0.0456 0.0233
  6    0  0  5   4  1  LD 3  2  2  3
  0.28848  0.43234  1.10082
 0.0000 0.6041 0.0281 0.0015
 0.0000 0.5016 0.0457 0.0020
 0.0000 0.0504 0.2033 0.0186
  7    0  0  6   4  1  Z  1  1  1  3
 -0.41963  0.29982  1.14292
