  1    0  0  0   4  1  GM 1  1  1  2
 -0.73037  0.19691
 0.6034 0.0021 0.0000 0.0003
 0.0051 0.5339 0.0065 0.0044
  1    0  0  0   4  1  GM 4  1  1  3
 -0.11109  0.52333  0.84075
 0.8422 0.0238 0.0004 0.0009
 0.0459 0.4389 0.0593 0.0067
 0.0000 0.1683 0.1036 0.0139
  1    0  0  0   4  1  GM 5  2  1  1
  0.26954
 0.0000 0.6353 0.0080 0.0052
  1    0  0  0   4  1  GM 6  2  1  2
  0.59283  0.85935
 0.0000 0.5988 0.0297 0.0094
 0.0000 0.0302 0.1954 0.0031
  2    0  0  1   4  1  LD 1  1  2  5
 -0.72535 -0.13655  0.21291  0.51994  0.80275
 0.6039 0.0034 0.0001 0.0003
 0.7802 0.0469 0.0008 0.0011
 0.0736 0.4927 0.0073 0.0038
 0.0486 0.4586 0.0502 0.0072
 0.0608 0.0748 0.0822 0.0153
  2    0  0  1   4  1  LD 3  2  2  3
  0.27018  0.57888  0.86796
 0.0000 0.6321 0.0093 0.0049
 0.0000 0.5854 0.0337 0.0084
 0.0000 0.0243 0.1988 0.0034
  3    0  0  2   4  1  LD 1  1  2  5
 -0.71055 -0.19669  0.24472  0.51012  0.77106
 0.6058 0.0074 0.0001 0.0004
 0.6813 0.0770 0.0014 0.0013
 0.1846 0.4120 0.0105 0.0027
 0.0627 0.4953 0.0306 0.0076
 0.0653 0.0334 0.0802 0.0175
  3    0  0  2   4  1  LD 3  2  2  3
  0.27243  0.54424  0.89635
 0.0000 0.6238 0.0129 0.0042
 0.0000 0.5572 0.0411 0.0063
 0.0000 0.0213 0.2024 0.0050
  4    0  0  3   4  1  LD 1  1  2  5
 -0.68688 -0.26857  0.27217  0.49322  0.77577
 0.6104 0.0134 0.0003 0.0005
 0.6084 0.0899 0.0015 0.0012
 0.2614 0.3332 0.0152 0.0026
 0.0908 0.4986 0.0167 0.0063
 0.0462 0.0665 0.0752 0.0200
  4    0  0  3   4  1  LD 3  2  2  3
  0.27690  0.50218  0.94590
 0.0000 0.6140 0.0180 0.0032
 0.0000 0.5313 0.0459 0.0042
 0.0000 0.0280 0.2030 0.0084
  5    0  0  4   4  1  LD 1  1  2  5
 -0.65668 -0.33817  0.28991  0.47198  0.81441
 0.6202 0.0204 0.0006 0.0006
 0.5583 0.0908 0.0011 0.0010
 0.3013 0.2747 0.0183 0.0037
 0.1168 0.4680 0.0140 0.0042
 0.0279 0.1487 0.0620 0.0219
  5    0  0  4   4  1  LD 3  2  2  3
  0.28368  0.46304  1.01495
 0.0000 0.6062 0.0235 0.0022
 0.0000 0.5127 0.0469 0.0027
 0.0000 0.0389 0.2024 0.0132
  6    0  0  5   4  1  LD 1  1  2  5
 -0.62633 -0.39374  0.29977  0.45431  0.86714
 0.6376 0.0264 0.0010 0.0007
 0.5201 0.0877 0.0005 0.0007
 0.3195 0.2414 0.0191 0.0053
 0.1310 0.4397 0.0161 0.0022
 0.0145 0.2358 0.0453 0.0233
  6    0  0  5   4  1  LD 3  2  2  3
  0.29102  0.43440  1.10119
 0.0000 0.6031 0.0282 0.0015
 0.0000 0.5002 0.0459 0.0020
 0.0000 0.0506 0.2024 0.0187
  7    0  0  6   4  1  Z  1  1  1  3
 -0.41708  0.30307  1.14396
 0.5003 0.0861 0.0002 0.0006
 0.3249 0.2306 0.0190 0.0061
 0.0219 0.2513 0.0756 0.0053
  7    0  0  6   4  1  Z  4  1  1  3
 -0.61162  0.44746  0.89575
 0.6509 0.0287 0.0013 0.0009
 0.1350 0.4296 0.0175 0.0013
 0.0069 0.2845 0.0343 0.0242
  7    0  0  6   4  1  Z  5  2  1  1
  0.42351
 0.0000 0.4951 0.0450 0.0017
  7    0  0  6   4  1  Z  6  2  1  1
  0.29452
 0.0000 0.6031 0.0302 0.0012
  8    0  1  0   4  1  XP 1  1  6  8
 -0.67443 -0.22673  0.19236  0.25361  0.40793  0.51710  0.70784  0.87593
 0.6016 0.0170 0.0006 0.0004
 0.7285 0.0641 0.0033 0.0016
 0.0592 0.4796 0.0142 0.0021
 0.0242 0.5556 0.0148 0.0023
 0.0966 0.3426 0.0348 0.0047
 0.0538 0.4220 0.0488 0.0069
 0.0207 0.0951 0.0884 0.0130
 0.0253 0.1239 0.1552 0.0087
  8    0  1  0   4  1  XP 2  1  6  2
  0.21440  0.57163
 0.0000 0.5863 0.0127 0.0031
 0.0000 0.5477 0.0398 0.0060
  9    0  1  1   4  1  XP 1  1  6  8
 -0.66999 -0.22167  0.13363  0.24671  0.44538  0.52937  0.70799  0.92311
 0.6037 0.0172 0.0008 0.0004
 0.7537 0.0507 0.0046 0.0014
 0.0257 0.4854 0.0121 0.0023
 0.0429 0.4915 0.0160 0.0025
 0.0778 0.4417 0.0339 0.0035
 0.0363 0.2982 0.0770 0.0058
 0.0262 0.2596 0.0589 0.0126
 0.0292 0.1117 0.1626 0.0096
  9    0  1  1   4  1  XP 2  1  6  2
  0.18881  0.63026
 0.0000 0.5715 0.0101 0.0032
 0.0000 0.6029 0.0300 0.0080
 10    0  1  2   4  1  XP 1  1  6  8
 -0.65632 -0.23732  0.08691  0.20662  0.51565  0.53505  0.74154  0.98610
 0.6084 0.0190 0.0012 0.0004
 0.7508 0.0424 0.0060 0.0012
 0.0241 0.4710 0.0116 0.0021
 0.0486 0.4467 0.0156 0.0020
 0.0057 0.3196 0.0840 0.0035
 0.0951 0.4356 0.0371 0.0044
 0.0132 0.4083 0.0433 0.0127
 0.0515 0.0900 0.1630 0.0098
 10    0  1  2   4  1  XP 2  1  6  2
  0.16948  0.67056
 0.0000 0.5600 0.0088 0.0032
 0.0000 0.6527 0.0218 0.0090
 11    0  1  3   4  1  XP 1  1  6  8
 -0.63443 -0.27391  0.05044  0.17968  0.52357  0.61009  0.75937  1.05169
 0.6168 0.0222 0.0018 0.0004
 0.7086 0.0464 0.0065 0.0010
 0.0515 0.4379 0.0124 0.0016
 0.0574 0.4277 0.0146 0.0015
 0.0125 0.2316 0.0936 0.0045
 0.0854 0.5941 0.0228 0.0032
 0.0145 0.4321 0.0459 0.0112
 0.1194 0.1290 0.0806 0.0078
 11    0  1  3   4  1  XP 2  1  6  2
  0.15852  0.67770
 0.0000 0.5515 0.0087 0.0030
 0.0000 0.6607 0.0270 0.0076
 12    0  1  4   4  1  XP 1  1  6  8
 -0.60671 -0.32205  0.01964  0.17394  0.54227  0.67179  0.75698  1.09629
 0.6305 0.0259 0.0026 0.0005
 0.6523 0.0542 0.0060 0.0008
 0.0697 0.4111 0.0124 0.0011
 0.0825 0.4052 0.0162 0.0011
 0.0228 0.3079 0.0788 0.0054
 0.0781 0.6063 0.0259 0.0038
 0.0279 0.3731 0.0561 0.0092
 0.0520 0.2400 0.0370 0.0151
 12    0  1  4   4  1  XP 2  1  6  2
  0.15692  0.65560
 0.0000 0.5459 0.0101 0.0027
 0.0000 0.6389 0.0388 0.0052
 13    0  1  5   4  1  XP 1  1  6  8
 -0.57891 -0.36749 -0.00434  0.18522  0.56056  0.71497  0.76146  1.06025
 0.6497 0.0296 0.0032 0.0006
 0.6047 0.0581 0.0051 0.0006
 0.0679 0.4006 0.0114 0.0007
 0.1111 0.3794 0.0196 0.0008
 0.0523 0.4397 0.0515 0.0059
 0.0626 0.5532 0.0374 0.0054
 0.0272 0.3082 0.0696 0.0085
 0.0080 0.2373 0.0597 0.0182
 13    0  1  5   4  1  XP 2  1  6  2
  0.16494  0.61783
 0.0000 0.5433 0.0128 0.0024
 0.0000 0.6166 0.0460 0.0032
 14    0  1  6   4  1  XP 1  1  6  8
 -0.56440 -0.39200 -0.01724  0.20873  0.55370  0.74313  0.79662  0.98514
 0.6616 0.0329 0.0033 0.0007
 0.5838 0.0570 0.0047 0.0005
 0.0530 0.4024 0.0104 0.0005
 0.1315 0.3593 0.0228 0.0010
 0.0958 0.5229 0.0280 0.0049
 0.0277 0.6373 0.0323 0.0060
 0.0265 0.1456 0.0947 0.0118
 0.0047 0.2211 0.0760 0.0168
 14    0  1  6   4  1  XP 2  1  6  2
  0.18218  0.57380
 0.0000 0.5446 0.0165 0.0020
 0.0000 0.5992 0.0473 0.0021
 15    0  2  0   4  1  XP 1  1  6  8
 -0.52946 -0.42566  0.06059  0.20044  0.46766  0.51844  0.75776  1.11967
 0.6369 0.0399 0.0037 0.0007
 0.6121 0.0681 0.0035 0.0007
 0.0544 0.4017 0.0124 0.0009
 0.1343 0.3735 0.0212 0.0012
 0.0932 0.4407 0.0352 0.0045
 0.0467 0.4279 0.0512 0.0025
 0.0179 0.0818 0.1009 0.0128
 0.0065 0.3733 0.0673 0.0116
 15    0  2  0   4  1  XP 2  1  6  2
  0.17826  0.52396
 0.0000 0.5591 0.0146 0.0021
 0.0000 0.5024 0.0552 0.0012
 16    0  2  1   4  1  XP 1  1  6  8
 -0.53059 -0.39673 -0.00738  0.14815  0.51161  0.63308  0.70679  1.12782
 0.6478 0.0320 0.0050 0.0005
 0.6384 0.0649 0.0051 0.0007
 0.0491 0.3816 0.0087 0.0005
 0.1086 0.3946 0.0165 0.0012
 0.0484 0.3956 0.0593 0.0044
 0.0445 0.4721 0.0491 0.0036
 0.0399 0.1653 0.0810 0.0096
 0.0044 0.3686 0.0664 0.0145
 16    0  2  1   4  1  XP 2  1  6  2
  0.14753  0.59521
 0.0000 0.5467 0.0099 0.0025
 0.0000 0.5473 0.0537 0.0023
 17    0  2  2   4  1  XP 1  1  6  8
 -0.52889 -0.36795 -0.05865  0.10425  0.49562  0.72773  0.75347  1.13881
 0.6638 0.0230 0.0066 0.0004
 0.6679 0.0596 0.0071 0.0005
 0.0478 0.3683 0.0050 0.0003
 0.0691 0.4241 0.0108 0.0016
 0.0165 0.2227 0.0948 0.0028
 0.0511 0.3759 0.0433 0.0091
 0.0284 0.5739 0.0429 0.0035
 0.0109 0.3395 0.0669 0.0171
 17    0  2  2   4  1  XP 2  1  6  2
  0.12315  0.66857
 0.0000 0.5397 0.0059 0.0029
 0.0000 0.6060 0.0454 0.0040
 18    0  2  3   4  1  XP 1  1  6  8
 -0.52622 -0.34642 -0.08943  0.07292  0.46482  0.78709  0.83825  1.16032
 0.6790 0.0152 0.0079 0.0003
 0.6906 0.0552 0.0088 0.0003
