    1
  315
 -0.7283673743229050D+00  0.4822389376916092D+00 -0.4244450324307765D+00
  0.2551987143907050D+01 -0.1248713466347712D+01 -0.1217231742881162D+01
 -0.6578385946924377D+00  0.2268004898325970D+00  0.7334160901747701D+00
 -0.1308748790425535D+00  0.7172029157091601D+00 -0.4192224266801121D+00
  0.4159887254748471D+00 -0.2746199725916249D+00  0.5249113120749010D+00
 -0.9975136309114280D-01 -0.1409981572871177D+00  0.6305072796977564D+00
 -0.9460378804328994D-01 -0.4307570293986424D+00  0.2070311928192211D+00
 -0.2339688168048542D+00 -0.2811466645524802D+00  0.8137460390120915D-01
  0.8191907917334214D-01 -0.7560474749316137D-01  0.2331925705064784D-01
 -0.3114249323288570D+00  0.2335221008827240D+00 -0.1334476871590917D+00
  0.8194387715672025D-01  0.8005599522641128D-01  0.1162646068421197D+00
  0.9504174203381827D-01 -0.3071080847045066D-01 -0.9158856091649531D-01
  0.2028729658333276D+00  0.1464875305397001D-01  0.4689880234355368D-02
 -0.1485560839819806D+00 -0.9997274842695239D-01  0.9947693015429657D-01
  0.7178703738292723D-01 -0.1025757135797756D-01  0.6371392717418239D-01
  0.1763597642992864D-01 -0.5824148245661007D-01 -0.5844940902944327D-01
  0.1741374563827390D-01 -0.5313847273276776D-01 -0.4642641833179974D-01
  0.8991196623795517D-01 -0.3175343887372786D-01  0.9189754379178909D-01
 -0.1276838181520407D-01 -0.3578841065619499D-01  0.8164463442108531D-01
 -0.7542530913691335D-01 -0.1605391125505559D-01 -0.3437883551874209D-01
 -0.6027542725298139D-01  0.2916185672573525D-01 -0.6743257300866991D-01
 -0.4137109729951653D-01  0.8054102336579558D-02  0.2446404588964607D-01
  0.2494148383015353D-01 -0.1164586493721328D-01  0.7236881199471273D-02
  0.3775812716463587D-02  0.3759868171207265D-02 -0.1053977069281087D-01
 -0.4506274443421641D-01  0.3834891989808525D-01  0.2705492564771620D-01
  0.2674963941490753D-01  0.3936153987112547D-01  0.3191494741401821D-01
 -0.2616537150330488D-02 -0.1537767780818179D-01  0.1751182519659434D-01
  0.2304718018755899D-02  0.1116764697627754D-01  0.5043957642520473D-02
 -0.1403008117193871D-01 -0.1316662787322310D-01 -0.1473113645086381D-01
 -0.9172035836674901D-02  0.1322790509274838D-01  0.1093665770733014D-01
 -0.3582156537950933D-02  0.2349787687832766D-01  0.3065639476188689D-02
 -0.2197948047392563D-01 -0.2197745967747565D-01  0.7519597633636802D-02
 -0.6870586022317240D-02 -0.2012908198658828D-01 -0.1767639572253250D-01
  0.8600003839507653D-02 -0.1238866575461325D-01  0.1208762179451132D-01
  0.1779179380393495D-01  0.7209394775430799D-02  0.7187963894504861D-02
 -0.2553847128419725D-02 -0.3412739038131422D-02  0.1598029156042571D-01
 -0.2272735423985680D-02  0.1025672938140595D-01 -0.6519376653229608D-02
 -0.4654649258844627D-02 -0.6830733129723133D-02 -0.1199180183877034D-01
  0.1173146793180600D-01 -0.8410230679072525D-02  0.9820283977408879D-02
 -0.4685050445487731D-02 -0.9338471548961528D-02  0.7394831271169105D-03
 -0.1022782028283276D-01  0.1583461107526736D-02  0.1676809259329413D-02
 -0.2193698094551817D-02 -0.6385006387028129D-02 -0.9374793534180114D-02
  0.8091681846834399D-02 -0.4667490136834918D-02  0.1663150230654467D-02
  0.4179332015365162D-02  0.1723699825675198D-02  0.1778529273905384D-02
 -0.1181205370348211D-02 -0.3281912760762151D-02  0.7543222744108087D-02
  0.1003869077209917D-02  0.4836015378526711D-02 -0.3061661981564919D-02
 -0.5699278039797171D-02 -0.6450279663755300D-02  0.1157741954794499D-02
 -0.4005685086563964D-02  0.1987835223509064D-02  0.1939341625586985D-02
  0.5790840327222463D-02  0.2388171337813084D-02  0.2446869340117641D-02
  0.2689770875235522D-02 -0.2228676969501511D-02 -0.2230915922718795D-02
  0.6464336850336981D-03  0.1684893412739959D-02  0.7713561281441727D-03
