   0 -72 -36  72
   0 -72 -33  72
   0 -72 -30  72
   0 -72 -27  72
   0 -72 -24  72
   0 -72 -21  72
   0 -72 -18  72
   0 -72 -15  72
   0 -72 -12  72
   0 -72  -9  72
   0 -72  -6  72
   0 -72  -3  72
   0 -72   0  72
   0 -72   3  72
   0 -72   6  72
   0 -72   9  72
   0 -72  12  72
   0 -72  15  72
   0 -72  18  72
   0 -72  21  72
   0 -72  24  72
   0 -72  27  72
   0 -72  30  72
   0 -72  33  72
   0 -72  36  72
  -4 -64 -36  72
  -4 -64 -33  72
  -4 -64 -30  72
  -4 -64 -27  72
  -4 -64 -24  72
  -4 -64 -21  72
  -4 -64 -18  72
  -4 -64 -15  72
  -4 -64 -12  72
  -4 -64  -9  72
  -4 -64  -6  72
  -4 -64  -3  72
  -4 -64   0  72
  -4 -64   3  72
  -4 -64   6  72
  -4 -64   9  72
  -4 -64  12  72
  -4 -64  15  72
  -4 -64  18  72
  -4 -64  21  72
  -4 -64  24  72
  -4 -64  27  72
  -4 -64  30  72
  -4 -64  33  72
  -4 -64  36  72
  -8 -56 -36  72
  -8 -56 -33  72
  -8 -56 -30  72
  -8 -56 -27  72
  -8 -56 -24  72
  -8 -56 -21  72
  -8 -56 -18  72
  -8 -56 -15  72
  -8 -56 -12  72
  -8 -56  -9  72
  -8 -56  -6  72
  -8 -56  -3  72
  -8 -56   0  72
  -8 -56   3  72
  -8 -56   6  72
  -8 -56   9  72
  -8 -56  12  72
  -8 -56  15  72
  -8 -56  18  72
  -8 -56  21  72
  -8 -56  24  72
  -8 -56  27  72
  -8 -56  30  72
  -8 -56  33  72
  -8 -56  36  72
 -12 -48 -36  72
 -12 -48 -33  72
 -12 -48 -30  72
 -12 -48 -27  72
 -12 -48 -24  72
 -12 -48 -21  72
 -12 -48 -18  72
 -12 -48 -15  72
 -12 -48 -12  72
 -12 -48  -9  72
 -12 -48  -6  72
 -12 -48  -3  72
 -12 -48   0  72
 -12 -48   3  72
 -12 -48   6  72
 -12 -48   9  72
 -12 -48  12  72
 -12 -48  15  72
 -12 -48  18  72
 -12 -48  21  72
 -12 -48  24  72
 -12 -48  27  72
 -12 -48  30  72
 -12 -48  33  72
 -12 -48  36  72
 -16 -40 -36  72
 -16 -40 -33  72
 -16 -40 -30  72
 -16 -40 -27  72
 -16 -40 -24  72
 -16 -40 -21  72
 -16 -40 -18  72
 -16 -40 -15  72
 -16 -40 -12  72
 -16 -40  -9  72
 -16 -40  -6  72
 -16 -40  -3  72
 -16 -40   0  72
 -16 -40   3  72
 -16 -40   6  72
 -16 -40   9  72
 -16 -40  12  72
 -16 -40  15  72
 -16 -40  18  72
 -16 -40  21  72
 -16 -40  24  72
 -16 -40  27  72
 -16 -40  30  72
 -16 -40  33  72
 -16 -40  36  72
 -20 -32 -36  72
 -20 -32 -33  72
 -20 -32 -30  72
 -20 -32 -27  72
 -20 -32 -24  72
 -20 -32 -21  72
 -20 -32 -18  72
 -20 -32 -15  72
 -20 -32 -12  72
 -20 -32  -9  72
 -20 -32  -6  72
 -20 -32  -3  72
 -20 -32   0  72
 -20 -32   3  72
 -20 -32   6  72
 -20 -32   9  72
 -20 -32  12  72
 -20 -32  15  72
 -20 -32  18  72
 -20 -32  21  72
 -20 -32  24  72
 -20 -32  27  72
 -20 -32  30  72
 -20 -32  33  72
 -20 -32  36  72
 -24 -24 -36  72
 -24 -24 -33  72
 -24 -24 -30  72
 -24 -24 -27  72
 -24 -24 -24  72
 -24 -24 -21  72
 -24 -24 -18  72
 -24 -24 -15  72
 -24 -24 -12  72
 -24 -24  -9  72
 -24 -24  -6  72
 -24 -24  -3  72
 -24 -24   0  72
 -24 -24   3  72
 -24 -24   6  72
 -24 -24   9  72
 -24 -24  12  72
 -24 -24  15  72
 -24 -24  18  72
 -24 -24  21  72
 -24 -24  24  72
 -24 -24  27  72
 -24 -24  30  72
 -24 -24  33  72
 -24 -24  36  72
 -28 -16 -36  72
 -28 -16 -33  72
 -28 -16 -30  72
 -28 -16 -27  72
 -28 -16 -24  72
 -28 -16 -21  72
 -28 -16 -18  72
 -28 -16 -15  72
 -28 -16 -12  72
 -28 -16  -9  72
 -28 -16  -6  72
 -28 -16  -3  72
 -28 -16   0  72
 -28 -16   3  72
 -28 -16   6  72
 -28 -16   9  72
 -28 -16  12  72
 -28 -16  15  72
 -28 -16  18  72
 -28 -16  21  72
 -28 -16  24  72
 -28 -16  27  72
 -28 -16  30  72
 -28 -16  33  72
 -28 -16  36  72
 -32  -8 -36  72
 -32  -8 -33  72
 -32  -8 -30  72
 -32  -8 -27  72
 -32  -8 -24  72
 -32  -8 -21  72
 -32  -8 -18  72
 -32  -8 -15  72
 -32  -8 -12  72
 -32  -8  -9  72
 -32  -8  -6  72
 -32  -8  -3  72
 -32  -8   0  72
 -32  -8   3  72
 -32  -8   6  72
 -32  -8   9  72
 -32  -8  12  72
 -32  -8  15  72
 -32  -8  18  72
 -32  -8  21  72
 -32  -8  24  72
 -32  -8  27  72
 -32  -8  30  72
 -32  -8  33  72
 -32  -8  36  72
 -36   0 -36  72
 -36   0 -33  72
 -36   0 -30  72
 -36   0 -27  72
 -36   0 -24  72
 -36   0 -21  72
 -36   0 -18  72
 -36   0 -15  72
 -36   0 -12  72
 -36   0  -9  72
 -36   0  -6  72
 -36   0  -3  72
 -36   0   0  72
 -36   0   3  72
 -36   0   6  72
 -36   0   9  72
 -36   0  12  72
 -36   0  15  72
 -36   0  18  72
 -36   0  21  72
 -36   0  24  72
 -36   0  27  72
 -36   0  30  72
 -36   0  33  72
 -36   0  36  72
 -40   8 -36  72
 -40   8 -33  72
 -40   8 -30  72
 -40   8 -27  72
 -40   8 -24  72
 -40   8 -21  72
 -40   8 -18  72
 -40   8 -15  72
 -40   8 -12  72
 -40   8  -9  72
 -40   8  -6  72
 -40   8  -3  72
 -40   8   0  72
 -40   8   3  72
 -40   8   6  72
 -40   8   9  72
 -40   8  12  72
 -40   8  15  72
 -40   8  18  72
 -40   8  21  72
 -40   8  24  72
 -40   8  27  72
 -40   8  30  72
 -40   8  33  72
 -40   8  36  72
 -44  16 -36  72
 -44  16 -33  72
 -44  16 -30  72
 -44  16 -27  72
 -44  16 -24  72
 -44  16 -21  72
 -44  16 -18  72
 -44  16 -15  72
 -44  16 -12  72
 -44  16  -9  72
 -44  16  -6  72
 -44  16  -3  72
 -44  16   0  72
 -44  16   3  72
 -44  16   6  72
 -44  16   9  72
 -44  16  12  72
 -44  16  15  72
 -44  16  18  72
 -44  16  21  72
 -44  16  24  72
 -44  16  27  72
 -44  16  30  72
 -44  16  33  72
 -44  16  36  72
 -48  24 -36  72
 -48  24 -33  72
 -48  24 -30  72
 -48  24 -27  72
 -48  24 -24  72
 -48  24 -21  72
 -48  24 -18  72
 -48  24 -15  72
 -48  24 -12  72
 -48  24  -9  72
 -48  24  -6  72
 -48  24  -3  72
 -48  24   0  72
 -48  24   3  72
 -48  24   6  72
 -48  24   9  72
 -48  24  12  72
 -48  24  15  72
 -48  24  18  72
 -48  24  21  72
 -48  24  24  72
 -48  24  27  72
 -48  24  30  72
 -48  24  33  72
 -48  24  36  72
 -52  32 -36  72
 -52  32 -33  72
 -52  32 -30  72
 -52  32 -27  72
 -52  32 -24  72
 -52  32 -21  72
 -52  32 -18  72
 -52  32 -15  72
 -52  32 -12  72
 -52  32  -9  72
 -52  32  -6  72
 -52  32  -3  72
 -52  32   0  72
 -52  32   3  72
 -52  32   6  72
 -52  32   9  72
 -52  32  12  72
 -52  32  15  72
 -52  32  18  72
 -52  32  21  72
 -52  32  24  72
 -52  32  27  72
 -52  32  30  72
 -52  32  33  72
 -52  32  36  72
 -56  40 -36  72
 -56  40 -33  72
 -56  40 -30  72
 -56  40 -27  72
 -56  40 -24  72
 -56  40 -21  72
 -56  40 -18  72
 -56  40 -15  72
 -56  40 -12  72
 -56  40  -9  72
 -56  40  -6  72
 -56  40  -3  72
 -56  40   0  72
 -56  40   3  72
 -56  40   6  72
 -56  40   9  72
 -56  40  12  72
 -56  40  15  72
 -56  40  18  72
 -56  40  21  72
 -56  40  24  72
 -56  40  27  72
 -56  40  30  72
 -56  40  33  72
 -56  40  36  72
 -60  48 -36  72
 -60  48 -33  72
 -60  48 -30  72
 -60  48 -27  72
 -60  48 -24  72
 -60  48 -21  72
 -60  48 -18  72
 -60  48 -15  72
 -60  48 -12  72
 -60  48  -9  72
 -60  48  -6  72
 -60  48  -3  72
 -60  48   0  72
 -60  48   3  72
 -60  48   6  72
 -60  48   9  72
 -60  48  12  72
 -60  48  15  72
 -60  48  18  72
 -60  48  21  72
 -60  48  24  72
 -60  48  27  72
 -60  48  30  72
 -60  48  33  72
 -60  48  36  72
 -64  56 -36  72
 -64  56 -33  72
 -64  56 -30  72
 -64  56 -27  72
 -64  56 -24  72
 -64  56 -21  72
 -64  56 -18  72
 -64  56 -15  72
 -64  56 -12  72
 -64  56  -9  72
 -64  56  -6  72
 -64  56  -3  72
 -64  56   0  72
 -64  56   3  72
 -64  56   6  72
 -64  56   9  72
 -64  56  12  72
 -64  56  15  72
 -64  56  18  72
 -64  56  21  72
 -64  56  24  72
 -64  56  27  72
 -64  56  30  72
 -64  56  33  72
 -64  56  36  72
 -68  64 -36  72
 -68  64 -33  72
 -68  64 -30  72
 -68  64 -27  72
 -68  64 -24  72
 -68  64 -21  72
 -68  64 -18  72
 -68  64 -15  72
 -68  64 -12  72
 -68  64  -9  72
 -68  64  -6  72
