  0.57983  0.57983  0.64441  0.64441  0.85699  0.85699  1.07069  1.07069
  1.13903  1.13903  1.36722  1.36722  1.41638  1.41638  1.59399  1.59399
   XP 1(  0 12  6)/ 36     N.O.ENERGY= 48
 -2.25469 -2.25469 -2.25362 -2.25362 -2.25232 -2.25232 -2.25154 -2.25154
 -2.20250 -2.20250 -2.20173 -2.20173 -2.20016 -2.20016 -2.19863 -2.19863
 -2.19759 -2.19759 -2.19672 -2.19672 -0.55930 -0.55930 -0.19675 -0.19675
  0.20775  0.20775  0.21832  0.21832  0.26674  0.26674  0.55627  0.55627
  0.60233  0.60233  0.68975  0.68975  0.84247  0.84247  1.09522  1.09522
  1.14813  1.14813  1.33808  1.33808  1.37968  1.37968  1.60421  1.60421
   XP 1(  0 12 12)/ 36     N.O.ENERGY= 48
 -2.25471 -2.25471 -2.25362 -2.25362 -2.25230 -2.25230 -2.25152 -2.25152
 -2.20254 -2.20254 -2.20170 -2.20170 -2.20016 -2.20016 -2.19865 -2.19865
 -2.19761 -2.19761 -2.19665 -2.19665 -0.55435 -0.55435 -0.18797 -0.18797
  0.16446  0.16446  0.19821  0.19821  0.24079  0.24079  0.58799  0.58799
  0.63957  0.63957  0.73542  0.73542  0.85332  0.85332  1.12383  1.12383
  1.15271  1.15271  1.31253  1.31253  1.36328  1.36328  1.60919  1.60919
   XP 1(  0 12 18)/ 36     N.O.ENERGY= 48
 -2.25473 -2.25473 -2.25364 -2.25364 -2.25226 -2.25226 -2.25152 -2.25152
 -2.20258 -2.20258 -2.20167 -2.20167 -2.20015 -2.20015 -2.19866 -2.19866
 -2.19763 -2.19763 -2.19660 -2.19660 -0.54603 -0.54603 -0.18513 -0.18513
  0.12006  0.12006  0.18531  0.18531  0.21945  0.21945  0.58902  0.58902
  0.70378  0.70378  0.77544  0.77544  0.87827  0.87827  1.15434  1.15434
  1.15733  1.15733  1.29883  1.29883  1.36817  1.36817  1.59437  1.59437
   XP 1(  0 12 24)/ 36     N.O.ENERGY= 48
 -2.25473 -2.25473 -2.25366 -2.25366 -2.25222 -2.25222 -2.25152 -2.25152
 -2.20259 -2.20259 -2.20164 -2.20164 -2.20014 -2.20014 -2.19867 -2.19867
 -2.19766 -2.19766 -2.19658 -2.19658 -0.53477 -0.53477 -0.19008 -0.19008
  0.08064  0.08064  0.17624  0.17624  0.20637  0.20637  0.58754  0.58754
  0.76873  0.76873  0.80204  0.80204  0.90310  0.90310  1.16666  1.16666
  1.19299  1.19299  1.30411  1.30411  1.38719  1.38719  1.52529  1.52529
   XP 1(  0 12 30)/ 36     N.O.ENERGY= 48
 -2.25473 -2.25473 -2.25369 -2.25369 -2.25218 -2.25218 -2.25154 -2.25154
 -2.20259 -2.20259 -2.20162 -2.20162 -2.20014 -2.20014 -2.19868 -2.19868
 -2.19768 -2.19768 -2.19660 -2.19660 -0.52129 -0.52129 -0.20324 -0.20324
  0.04786  0.04786  0.17135  0.17135  0.20259  0.20259  0.59110  0.59110
  0.80885  0.80885  0.82620  0.82620  0.91784  0.91784  1.19732  1.19732
  1.23466  1.23466  1.33208  1.33208  1.40176  1.40176  1.44419  1.44419
   XP 1(  0 12 36)/ 36     N.O.ENERGY= 48
 -2.25472 -2.25472 -2.25371 -2.25371 -2.25215 -2.25215 -2.25156 -2.25156
 -2.20258 -2.20258 -2.20162 -2.20162 -2.20013 -2.20013 -2.19868 -2.19868
 -2.19769 -2.19769 -2.19665 -2.19665 -0.50667 -0.50667 -0.22291 -0.22291
  0.02266  0.02266  0.17075  0.17075  0.20753  0.20753  0.60128  0.60128
  0.79682  0.79682  0.87015  0.87015  0.92063  0.92063  1.24904  1.24904
  1.27484  1.27484  1.37238  1.37238  1.37783  1.37783  1.38481  1.38481
   XP 1(  0 12 42)/ 36     N.O.ENERGY= 48
 -2.25469 -2.25469 -2.25373 -2.25373 -2.25211 -2.25211 -2.25157 -2.25157
 -2.20254 -2.20254 -2.20161 -2.20161 -2.20012 -2.20012 -2.19865 -2.19865
 -2.19769 -2.19769 -2.19671 -2.19671 -0.49253 -0.49253 -0.24565 -0.24565
  0.00559  0.00559  0.17436  0.17436  0.21973  0.21973  0.61652  0.61652
  0.77121  0.77121  0.89472  0.89472  0.91878  0.91878  1.25900  1.25900
  1.31076  1.31076  1.33352  1.33352  1.37249  1.37249  1.44367  1.44367
   XP 1(  0 12 48)/ 36     N.O.ENERGY= 48
 -2.25466 -2.25466 -2.25374 -2.25374 -2.25208 -2.25208 -2.25161 -2.25161
 -2.20250 -2.20250 -2.20162 -2.20162 -2.20011 -2.20011 -2.19864 -2.19864
 -2.19767 -2.19767 -2.19681 -2.19681 -0.48120 -0.48120 -0.26727 -0.26727
 -0.00284 -0.00284  0.18198  0.18198  0.23758  0.23758  0.63186  0.63186
  0.73775  0.73775  0.89800  0.89800  0.92065  0.92065  1.19835  1.19835
  1.27141  1.27141  1.39474  1.39474  1.40090  1.40090  1.51306  1.51306
   XP 1(  0 12 54)/ 36     N.O.ENERGY= 48
 -2.25462 -2.25462 -2.25375 -2.25375 -2.25207 -2.25207 -2.25162 -2.25162
 -2.20245 -2.20245 -2.20164 -2.20164 -2.20010 -2.20010 -2.19863 -2.19863
 -2.19766 -2.19766 -2.19690 -2.19690 -0.47549 -0.47549 -0.28364 -0.28364
 -0.00200 -0.00200  0.19333  0.19333  0.25988  0.25988  0.63846  0.63846
  0.70050  0.70050  0.90318  0.90318  0.91308  0.91308  1.13526  1.13526
  1.22522  1.22522  1.38864  1.38864  1.48701  1.48701  1.58144  1.58144
   YP 1( 12  0 48)/ 36     N.O.ENERGY= 48
 -2.25460 -2.25460 -2.25375 -2.25375 -2.25208 -2.25208 -2.25165 -2.25165
 -2.20240 -2.20240 -2.20166 -2.20166 -2.20009 -2.20009 -2.19862 -2.19862
 -2.19765 -2.19765 -2.19699 -2.19699 -0.47748 -0.47748 -0.29200 -0.29200
  0.00876  0.00876  0.20784  0.20784  0.28592  0.28592  0.62775  0.62775
  0.66244  0.66244  0.88637  0.88637  0.92835  0.92835  1.07999  1.07999
  1.18684  1.18684  1.38127  1.38127  1.54556  1.54556  1.57729  1.57729
   YP 1( 12  0 42)/ 36     N.O.ENERGY= 48
 -2.25459 -2.25459 -2.25374 -2.25374 -2.25210 -2.25210 -2.25166 -2.25166
 -2.20236 -2.20236 -2.20170 -2.20170 -2.20009 -2.20009 -2.19861 -2.19861
 -2.19763 -2.19763 -2.19706 -2.19706 -0.48673 -0.48673 -0.29226 -0.29226
  0.02974  0.02974  0.22459  0.22459  0.31536  0.31536  0.59982  0.59982
  0.62542  0.62542  0.84028  0.84028  0.97425  0.97425  1.04088  1.04088
  1.15692  1.15692  1.38407  1.38407  1.44690  1.44690  1.66380  1.66380
   YP 1( 12  0 36)/ 36     N.O.ENERGY= 48
 -2.25458 -2.25458 -2.25372 -2.25372 -2.25213 -2.25213 -2.25166 -2.25166
 -2.20232 -2.20232 -2.20173 -2.20173 -2.20008 -2.20008 -2.19861 -2.19861
 -2.19762 -2.19762 -2.19709 -2.19709 -0.50053 -0.50053 -0.28658 -0.28658
  0.06065  0.06065  0.24194  0.24194  0.34801  0.34801  0.56112  0.56112
  0.59143  0.59143  0.77846  0.77846  1.01600  1.01600  1.04039  1.04039
  1.13526  1.13526  1.33292  1.33292  1.40609  1.40609  1.70071  1.70071
   YP 1( 12  0 30)/ 36     N.O.ENERGY= 48
 -2.25457 -2.25457 -2.25370 -2.25370 -2.25219 -2.25219 -2.25165 -2.25165
 -2.20230 -2.20230 -2.20176 -2.20176 -2.20008 -2.20008 -2.19861 -2.19861
 -2.19761 -2.19761 -2.19711 -2.19711 -0.51582 -0.51582 -0.27723 -0.27723
  0.10047  0.10047  0.25731  0.25731  0.38361  0.38361  0.51603  0.51603
  0.56519  0.56519  0.70971  0.70971  1.00712  1.00712  1.11500  1.11500
  1.12144  1.12144  1.23112  1.23112  1.42786  1.42786  1.66768  1.66768
   YP 1( 12  0 24)/ 36     N.O.ENERGY= 48
 -2.25458 -2.25458 -2.25367 -2.25367 -2.25224 -2.25224 -2.25163 -2.25163
 -2.20229 -2.20229 -2.20178 -2.20178 -2.20009 -2.20009 -2.19860 -2.19860
 -2.19759 -2.19759 -2.19709 -2.19709 -0.53037 -0.53037 -0.26562 -0.26562
  0.14736  0.14736  0.26714  0.26714  0.42168  0.42168  0.46756  0.46756
  0.55136  0.55136  0.64114  0.64114  1.00411  1.00411  1.11468  1.11468
  1.13638  1.13638  1.19906  1.19906  1.45616  1.45616  1.62973  1.62973
   YP 1( 12  0 18)/ 36     N.O.ENERGY= 48
 -2.25459 -2.25459 -2.25365 -2.25365 -2.25227 -2.25227 -2.25162 -2.25162
 -2.20230 -2.20230 -2.20180 -2.20180 -2.20011 -2.20011 -2.19860 -2.19860
 -2.19758 -2.19758 -2.19704 -2.19704 -0.54278 -0.54278 -0.25246 -0.25246
  0.19829  0.19829  0.26836  0.26836  0.41772  0.41772  0.46089  0.46089
  0.55308  0.55308  0.57897  0.57897  0.99812  0.99812  1.06015  1.06015
  1.11435  1.11435  1.28554  1.28554  1.48731  1.48731  1.59414  1.59414
   YP 1( 12  0 12)/ 36     N.O.ENERGY= 48
 -2.25461 -2.25461 -2.25363 -2.25363 -2.25231 -2.25231 -2.25160 -2.25160
 -2.20234 -2.20234 -2.20180 -2.20180 -2.20013 -2.20013 -2.19860 -2.19860
 -2.19757 -2.19757 -2.19698 -2.19698 -0.55223 -0.55223 -0.23823 -0.23823
  0.24654  0.24654  0.26133  0.26133  0.36759  0.36759  0.49418  0.49418
  0.53399  0.53399  0.57241  0.57241  0.95349  0.95349  1.03966  1.03966
  1.11937  1.11937  1.35896  1.35896  1.52102  1.52102  1.53217  1.53217
   YP 1( 12  0  6)/ 36     N.O.ENERGY= 48
 -2.25463 -2.25463 -2.25362 -2.25362 -2.25231 -2.25231 -2.25157 -2.25157
 -2.20238 -2.20238 -2.20178 -2.20178 -2.20014 -2.20014 -2.19860 -2.19860
 -2.19756 -2.19756 -2.19690 -2.19690 -0.55826 -0.55826 -0.22351 -0.22351
  0.24571  0.24571  0.28100  0.28100  0.31844  0.31844  0.49193  0.49193
  0.54930  0.54930  0.60386  0.60386  0.89689  0.89689  1.05113  1.05113
  1.12834  1.12834  1.38494  1.38494  1.46821  1.46821  1.57837  1.57837
   XP 1(  0 18  0)/ 36     N.O.ENERGY= 48
 -2.25447 -2.25447 -2.25376 -2.25376 -2.25205 -2.25205 -2.25169 -2.25169
 -2.20230 -2.20230 -2.20149 -2.20149 -2.19959 -2.19959 -2.19927 -2.19927
